time_ajustado	gFx	gFy	gFz	TgF
4,342549634	-0,1136	0,9823	0,1151	0,996
4,343827446	-0,1143	0,9845	0,1134	0,998
4,344952446	-0,1143	0,9867	0,1121	1
4,346446405	-0,116	0,9891	0,1114	1,002
4,354812915	-0,1182	0,9906	0,1114	1,004
4,355722446	-0,1202	0,9921	0,1116	1,006
4,356064061	-0,1224	0,994	0,1119	1,008
4,356334738	-0,1243	0,9948	0,1121	1,009
4,35705203	-0,1253	0,996	0,1126	1,01
4,35735229	-0,1273	0,9977	0,1131	1,012
4,3576138	-0,129	0,9984	0,1143	1,013
4,35785755	-0,1295	0,9992	0,1151	1,014
4,358100155	-0,1319	0,9999	0,1156	1,015
4,360992655	-0,1344	1,0004	0,1163	1,016
4,361479009	-0,1351	1,0018	0,118	1,018
4,361747915	-0,1365	1,0028	0,1207	1,019
4,36198979	-0,1383	1,0033	0,1231	1,02
4,378649946	-0,1395	1,0036	0,1248	1,021
4,381504894	-0,1412	1,0038	0,1268	1,022
4,382153123	-0,1437	1,0053	0,129	1,024
4,383074478	-0,1459	1,0055	0,1304	1,024
4,383846457	-0,1471	1,0046	0,1322	1,024
4,384435415	-0,1473	1,0036	0,1341	1,023
4,384971769	-0,149	1,0041	0,1368	1,024
4,385442186	-0,151	1,0043	0,1397	1,025
4,385940103	-0,1527	1,0024	0,1419	1,024
4,386393436	-0,1542	1,0011	0,1427	1,023
4,386907082	-0,1556	1,0009	0,1427	1,023
4,387334113	-0,1566	1,0001	0,1429	1,022
4,387721457	-0,1593	0,9994	0,1431	1,022
4,388204478	-0,1617	0,9989	0,1429	1,022
4,388555155	-0,1627	0,9982	0,1427	1,021
4,388890519	-0,1642	0,9967	0,1424	1,02
4,389292498	-0,1656	0,996	0,1412	1,019
4,389957707	-0,1673	0,995	0,139	1,019
4,390293853	-0,17	0,994	0,1378	1,018
4,39073729	-0,1732	0,9933	0,1375	1,018
4,391082342	-0,1752	0,9926	0,137	1,017
4,391394165	-0,1766	0,9921	0,1375	1,017
4,391711821	-0,1783	0,9913	0,1378	1,017
4,392028071	-0,18	0,9894	0,1373	1,015
4,3923288	-0,1827	0,9882	0,137	1,014
4,393311353	-0,1869	0,9879	0,1373	1,015
4,394727342	-0,1898	0,9865	0,1383	1,014
4,395739686	-0,1925	0,984	0,1392	1,012
4,398154582	-0,1952	0,9811	0,14	1,01
4,400603696	-0,1979	0,9784	0,1402	1,008
4,401287082	-0,2018	0,9762	0,1414	1,007
4,402123592	-0,2067	0,9735	0,1427	1,005
4,404234738	-0,2118	0,9703	0,1431	1,003
4,404779946	-0,216	0,9669	0,1444	1,001
4,405273592	-0,2191	0,964	0,1466	0,999
4,405939686	-0,2216	0,9618	0,1495	0,998
4,406881978	-0,2233	0,9598	0,152	0,997
4,408048905	-0,2233	0,9576	0,1539	0,995
4,409309061	-0,2235	0,955	0,1566	0,993
4,410195571	-0,2252	0,9528	0,1615	0,992
4,411503592	-0,226	0,9508	0,1671	0,991
4,412709634	-0,2257	0,9489	0,1722	0,99
4,416627498	-0,226	0,9464	0,1764	0,989
4,417675675	-0,2267	0,9447	0,1796	0,988
4,418273488	-0,2274	0,9435	0,1822	0,987
4,418767863	-0,2267	0,9415	0,1854	0,986
4,4196813	-0,2267	0,9395	0,1893	0,985
4,420542498	-0,2272	0,9383	0,1925	0,984
4,421402446	-0,2272	0,9374	0,1942	0,984
4,422572342	-0,2287	0,9366	0,1966	0,984
4,423900467	-0,2304	0,9359	0,1988	0,984
4,4249713	-0,2299	0,9352	0,1993	0,983
4,426558592	-0,2294	0,9334	0,1993	0,982
4,4278788	-0,2291	0,9317	0,2003	0,98
4,428569738	-0,2289	0,9317	0,2011	0,98
4,431826196	-0,2294	0,932	0,2025	0,981
4,433000259	-0,2304	0,9325	0,204	0,982
4,433464478	-0,2299	0,9332	0,2047	0,983
4,433878228	-0,2274	0,9339	0,2052	0,983
4,435068853	-0,2252	0,9354	0,205	0,984
4,437067707	-0,223	0,9369	0,2045	0,985
4,438085155	-0,2216	0,9371	0,2033	0,984
4,438743019	-0,2204	0,9369	0,2018	0,983
4,439819009	-0,2174	0,9374	0,1993	0,983
4,440868592	-0,2143	0,9395	0,1966	0,984
4,442210936	-0,2113	0,942	0,1937	0,985
4,443434321	-0,2077	0,9435	0,1893	0,984
4,444719269	-0,2047	0,9444	0,1849	0,984
4,445903592	-0,2028	0,9457	0,182	0,984
4,450629009	-0,2003	0,9476	0,1803	0,985
4,454101665	-0,1974	0,9501	0,1783	0,987
4,45516505	-0,1954	0,9523	0,1756	0,988
4,455746561	-0,194	0,9535	0,173	0,988
4,456251873	-0,1922	0,9557	0,17	0,99
4,456691196	-0,1925	0,9586	0,1681	0,992
4,457109842	-0,1935	0,9606	0,1669	0,994
4,457511925	-0,1935	0,962	0,1659	0,995
4,457919634	-0,1927	0,9642	0,1649	0,997
4,45828953	-0,194	0,9667	0,1639	0,999
4,458833384	-0,1966	0,9686	0,1622	1,002
4,4600588	-0,1986	0,9708	0,1603	1,004
4,461150259	-0,2011	0,9728	0,1586	1,006
4,462475675	-0,2035	0,974	0,1576	1,007
4,470971977	-0,2074	0,9743	0,1571	1,008
4,473204477	-0,2121	0,9747	0,1571	1,01
4,473769373	-0,2152	0,975	0,1568	1,011
4,474287498	-0,2191	0,9757	0,1571	1,012
4,47573755	-0,2233	0,9764	0,1586	1,014
4,476087134	-0,2272	0,9769	0,1593	1,016
4,476388957	-0,2311	0,9772	0,161	1,017
4,47667479	-0,235	0,9777	0,1644	1,019
4,477118071	-0,2375	0,9769	0,1676	1,019
4,477362394	-0,2389	0,9772	0,1705	1,02
4,477636821	-0,2414	0,9777	0,1744	1,022
4,478055467	-0,2433	0,9772	0,1783	1,023
4,478405832	-0,2445	0,9769	0,1825	1,023
4,47968104	-0,2453	0,9764	0,1869	1,024
4,490142186	-0,2453	0,9752	0,1901	1,023
4,491638696	-0,245	0,9743	0,1935	1,023
4,492221248	-0,245	0,9733	0,1991	1,023
4,492734894	-0,244	0,9723	0,2042	1,023
4,493196196	-0,2433	0,9716	0,2086	1,023
4,493643644	-0,2421	0,9703	0,2133	1,023
4,494306769	-0,2394	0,9689	0,2174	1,021
4,494916873	-0,2367	0,9684	0,2218	1,021
4,495276821	-0,2338	0,9677	0,2262	1,021
4,495645102	-0,2309	0,9677	0,2304	1,021
4,495952811	-0,2279	0,9679	0,234	1,022
4,496480207	-0,2235	0,9672	0,2379	1,021
4,49685104	-0,2191	0,9662	0,2411	1,02
4,49720453	-0,2155	0,9652	0,2436	1,019
4,499037186	-0,2113	0,9638	0,2462	1,017
4,500047707	-0,2069	0,9613	0,2497	1,015
4,50053328	-0,2038	0,9589	0,2536	1,013
4,50184453	-0,2006	0,9564	0,2558	1,01
4,50313505	-0,1959	0,9552	0,2582	1,009
4,5037313	-0,1913	0,9557	0,2595	1,009
4,504967446	-0,1869	0,9552	0,259	1,007
4,5062213	-0,1832	0,9545	0,258	1,006
4,50733703	-0,1808	0,9528	0,2587	1,004
4,508611821	-0,1783	0,9491	0,2607	1
4,509899061	-0,1776	0,9462	0,2621	0,998
4,511195259	-0,1776	0,9442	0,2631	0,996
4,512532602	-0,1771	0,942	0,2646	0,994
4,514044373	-0,1781	0,9403	0,2663	0,993
4,515261925	-0,1793	0,9388	0,2673	0,992
4,516760988	-0,18	0,9376	0,2682	0,992
4,5180413	-0,181	0,9347	0,27	0,99
4,51858604	-0,1825	0,9317	0,2719	0,988
4,519617811	-0,1844	0,9293	0,2739	0,986
4,520650102	-0,1861	0,9266	0,2751	0,984
4,521797811	-0,1876	0,9244	0,2761	0,983
4,523211665	-0,1901	0,922	0,277	0,981
4,524167863	-0,1915	0,92	0,2773	0,98
4,525707498	-0,1935	0,9183	0,2783	0,979
4,52658979	-0,1974	0,9164	0,2783	0,978
4,527773748	-0,2011	0,9142	0,2773	0,976
4,52896578	-0,2047	0,9117	0,2758	0,974
4,531557186	-0,2084	0,9095	0,2734	0,972
4,532652915	-0,2113	0,9071	0,2707	0,97
4,533172863	-0,2138	0,9046	0,2682	0,967
4,5341413	-0,2165	0,9041	0,2656	0,967
4,536303592	-0,2194	0,9054	0,2629	0,968
4,537473488	-0,2221	0,9046	0,2599	0,967
4,538016873	-0,2243	0,9032	0,2577	0,966
4,538735102	-0,227	0,9027	0,2558	0,965
4,539955467	-0,2296	0,9029	0,2531	0,965
4,54112479	-0,2309	0,9034	0,2514	0,966
4,542725311	-0,2321	0,9044	0,2504	0,967
4,54366604	-0,2331	0,9066	0,2487	0,969
4,544812707	-0,2335	0,9088	0,2458	0,97
4,545948384	-0,2338	0,9102	0,2421	0,97
4,550137238	-0,234	0,9124	0,2387	0,972
4,552502082	-0,2343	0,9149	0,236	0,973
4,55309453	-0,2348	0,9168	0,234	0,975
4,553540623	-0,2328	0,9181	0,2316	0,975
4,553956717	-0,2311	0,9205	0,2294	0,976
4,554318905	-0,2301	0,9232	0,227	0,978
4,55481604	-0,2289	0,9249	0,2245	0,979
4,555737186	-0,2274	0,9273	0,2218	0,98
4,5571038	-0,2257	0,93	0,2184	0,982
4,558252186	-0,226	0,9322	0,2162	0,983
4,559405102	-0,2277	0,9344	0,215	0,985
4,560508905	-0,2294	0,9366	0,213	0,988
4,561598071	-0,2299	0,9383	0,2111	0,989
4,563127759	-0,2306	0,941	0,2101	0,991
4,564330936	-0,2331	0,9442	0,2101	0,995
4,57211328	-0,2348	0,9464	0,2113	0,998
4,573855571	-0,2348	0,9474	0,2133	0,999
4,574421092	-0,235	0,9484	0,215	1
4,576351352	-0,2353	0,9503	0,2167	1,003
4,576732811	-0,2345	0,952	0,2194	1,005
4,577023123	-0,2338	0,953	0,2204	1,006
4,577330102	-0,2316	0,9545	0,2211	1,007
4,577607134	-0,2287	0,9557	0,223	1,008
4,577886405	-0,227	0,9562	0,2248	1,008
4,578142238	-0,2252	0,9576	0,2274	1,01
4,578418852	-0,2213	0,9601	0,2304	1,012
4,579064165	-0,2184	0,9625	0,2323	1,014
4,593223852	-0,2174	0,964	0,2343	1,016
4,594943748	-0,2152	0,9652	0,2362	1,017
4,595496405	-0,2116	0,9662	0,2379	1,017
4,595966769	-0,2074	0,9667	0,2392	1,017
4,596390102	-0,204	0,9681	0,2404	1,018
4,596847602	-0,2003	0,9691	0,2414	1,019
4,597249477	-0,1957	0,9691	0,2416	1,018
4,597657498	-0,1908	0,9684	0,2423	1,016
4,598063592	-0,1859	0,9681	0,2436	1,015
4,598458852	-0,1813	0,9684	0,2438	1,015
4,598930363	-0,1766	0,9674	0,2438	1,013
4,59936203	-0,172	0,9662	0,2436	1,011
4,600681925	-0,1681	0,9655	0,2431	1,01
4,601127707	-0,1637	0,9647	0,2423	1,008
4,601518071	-0,1586	0,963	0,2416	1,005
4,601885727	-0,1539	0,962	0,2404	1,003
4,602237759	-0,1493	0,9625	0,2387	1,003
4,602761561	-0,1451	0,9623	0,2372	1,002
4,603124477	-0,1414	0,9611	0,236	1
4,603512967	-0,1383	0,9596	0,234	0,997
4,6061738	-0,1344	0,9596	0,2323	0,996
4,60765755	-0,1309	0,9603	0,2309	0,996
4,608113332	-0,1278	0,9608	0,2291	0,996
4,608465155	-0,1251	0,9603	0,2267	0,995
4,609020155	-0,1226	0,9601	0,2248	0,994
4,610224425	-0,1202	0,9596	0,224	0,993
4,611494373	-0,118	0,9596	0,2238	0,992
4,615331717	-0,1163	0,9603	0,2223	0,993
4,617661457	-0,1165	0,9613	0,2208	0,993
4,617977967	-0,1168	0,9628	0,2211	0,995
4,618239165	-0,1165	0,9642	0,2211	0,996
4,6184788	-0,116	0,965	0,2196	0,996
4,618794842	-0,1148	0,9659	0,2182	0,997
4,620647134	-0,1138	0,9677	0,2169	0,998
4,621455155	-0,1136	0,9691	0,2155	0,999
4,622305988	-0,1146	0,9713	0,2147	1,001
4,623510415	-0,117	0,9738	0,2138	1,004
4,62467979	-0,1187	0,9767	0,2116	1,006
4,626062967	-0,1204	0,9799	0,2094	1,009
4,627337967	-0,1219	0,9818	0,2074	1,011
4,628266873	-0,1234	0,9835	0,2055	1,012
4,631283071	-0,1251	0,984	0,204	1,013
4,632326561	-0,127	0,9852	0,2035	1,014
4,632839373	-0,1292	0,9874	0,2025	1,016
4,63372604	-0,1317	0,9894	0,2011	1,018
4,634890207	-0,1341	0,9904	0,2001	1,019
4,63592229	-0,1368	0,9921	0,1986	1,021
4,636820832	-0,1395	0,9943	0,1981	1,023
4,637929477	-0,1422	0,9955	0,1969	1,025
4,63952104	-0,1441	0,997	0,1952	1,026
4,640357915	-0,1468	1,0001	0,1947	1,029
4,641543957	-0,15	1,0041	0,1944	1,034
4,64301755	-0,1532	1,0063	0,194	1,036
4,644140363	-0,1566	1,0053	0,193	1,036
4,645419582	-0,1598	1,0041	0,192	1,035
4,648685988	-0,1612	1,0036	0,1927	1,035
4,652404582	-0,1617	1,0009	0,1932	1,032
4,653458071	-0,1632	0,9977	0,1915	1,029
4,654160207	-0,1656	0,9972	0,1903	1,029
4,6550788	-0,1693	0,9974	0,1903	1,029
4,65578953	-0,1727	0,9974	0,191	1,03
4,656272967	-0,1756	0,9972	0,1927	1,031
4,65672229	-0,1783	0,9967	0,1947	1,031
4,657291457	-0,1822	0,9955	0,1962	1,031
4,657754009	-0,1861	0,9938	0,1984	1,03
4,658461769	-0,1888	0,9911	0,1991	1,028
4,659816092	-0,192	0,9882	0,1993	1,026
4,660971769	-0,1954	0,9857	0,2008	1,025
4,662221092	-0,1979	0,9818	0,2025	1,022
4,671629686	-0,1993	0,9782	0,2052	1,019
4,673975832	-0,2011	0,975	0,2082	1,017
4,674890727	-0,2042	0,9713	0,2108	1,015
4,676680988	-0,2094	0,9684	0,2135	1,014
4,677070571	-0,2138	0,9652	0,2155	1,012
4,677361352	-0,2167	0,9611	0,2165	1,009
4,677665207	-0,2208	0,9576	0,2169	1,006
4,677956665	-0,2257	0,9564	0,2187	1,007
4,678228905	-0,2301	0,954	0,2194	1,006
4,67869479	-0,2335	0,9498	0,2194	1,002
4,679000259	-0,2362	0,9467	0,2199	1
4,679341665	-0,2387	0,9452	0,2196	0,999
4,67967328	-0,2411	0,9427	0,2194	0,997
4,679954842	-0,2443	0,9405	0,2191	0,996
4,682007602	-0,2484	0,9391	0,2187	0,996
4,68336953	-0,2531	0,9374	0,2179	0,995
4,683860519	-0,2592	0,9359	0,2167	0,995
4,684231457	-0,2653	0,9344	0,2147	0,995
4,685811561	-0,2692	0,9337	0,213	0,995
4,686789217	-0,2736	0,933	0,2116	0,995
4,687967915	-0,2768	0,9317	0,2108	0,995
4,68894604	-0,2785	0,9305	0,2089	0,994
4,690007759	-0,2795	0,9293	0,2067	0,992
4,691326561	-0,28	0,9288	0,2047	0,991
4,692625207	-0,2797	0,9291	0,2028	0,991
4,693958852	-0,2795	0,9291	0,2013	0,991
4,695156196	-0,2807	0,9291	0,2003	0,991
4,697699061	-0,2807	0,9291	0,2001	0,991
4,698663384	-0,2783	0,9288	0,2001	0,99
4,699334946	-0,2765	0,9295	0,2006	0,99
4,700741509	-0,2744	0,9308	0,2008	0,991
4,701469373	-0,2714	0,933	0,1998	0,992
4,702957498	-0,2707	0,9352	0,1991	0,994
4,703682811	-0,2697	0,9352	0,1993	0,993
4,704604321	-0,268	0,9356	0,1993	0,993
4,705861196	-0,2653	0,9374	0,1991	0,994
4,707415884	-0,2614	0,9388	0,1981	0,994
4,708449217	-0,2575	0,9393	0,1979	0,994
4,709691613	-0,2523	0,9374	0,1986	0,991
4,71127255	-0,2465	0,9354	0,1988	0,988
4,712187134	-0,2416	0,9354	0,1986	0,986
4,715624321	-0,2384	0,9359	0,1984	0,986
4,717097602	-0,2355	0,9388	0,1986	0,988
4,719870727	-0,2321	0,9432	0,1991	0,992
4,720516196	-0,2282	0,9469	0,1996	0,994
4,720938123	-0,2245	0,9496	0,2013	0,996
4,721342759	-0,2201	0,9525	0,2028	0,998
4,72171255	-0,2162	0,9552	0,2038	1
4,722094425	-0,2133	0,9581	0,204	1,003
4,723498332	-0,2103	0,9603	0,203	1,004
4,724452967	-0,2069	0,9616	0,203	1,004
4,726322238	-0,2033	0,9616	0,2023	1,003
4,727250884	-0,2003	0,9616	0,2001	1,002
4,727705675	-0,1971	0,9616	0,1986	1,001
4,728835415	-0,1927	0,9613	0,1964	1
4,731490154	-0,1883	0,9586	0,194	0,996
4,732638123	-0,1842	0,955	0,1915	0,991
4,733193957	-0,1808	0,952	0,1891	0,987
4,734157186	-0,1776	0,9508	0,1864	0,985
4,735403175	-0,1739	0,9508	0,182	0,984
4,736830936	-0,17	0,9528	0,1793	0,984
4,737488852	-0,1659	0,9564	0,1774	0,987
4,738614634	-0,1629	0,9606	0,1752	0,99
4,739787759	-0,1605	0,9642	0,1749	0,993
4,741026561	-0,1576	0,9684	0,1752	0,997
4,742439738	-0,1549	0,9713	0,1769	0,999
4,743529425	-0,1517	0,973	0,1783	1,001
4,744703227	-0,1483	0,9733	0,1793	1,001
4,746007238	-0,1451	0,9735	0,1803	1,001
4,749007967	-0,1427	0,9747	0,1818	1,002
4,750818957	-0,1402	0,9743	0,183	1,001
4,751525207	-0,137	0,9735	0,1842	1
4,752587654	-0,1346	0,9735	0,1866	1
4,753058332	-0,1324	0,9738	0,1886	1,001
4,753524582	-0,1304	0,9745	0,1903	1,001
4,754460102	-0,1282	0,9752	0,193	1,002
4,755675727	-0,1251	0,9755	0,1952	1,003
4,756661925	-0,1224	0,975	0,1976	1,002
4,757841144	-0,1197	0,9745	0,1998	1,002
4,759325779	-0,1175	0,9735	0,2023	1,001
4,760414894	-0,1156	0,9725	0,2052	1,001
4,761739113	-0,1129	0,9721	0,2089	1,001
4,763392029	-0,1097	0,9713	0,213	1
4,769548488	-0,1065	0,9708	0,2174	1,001
4,771019425	-0,1043	0,9706	0,2218	1,001
4,771550884	-0,1024	0,9689	0,2257	1
4,772007446	-0,0999	0,9677	0,2296	1
4,772448279	-0,097	0,9677	0,2335	1
4,772888592	-0,0936	0,9662	0,2367	0,999
4,775641352	-0,0916	0,965	0,2392	0,998
4,776347602	-0,0897	0,9657	0,2414	0,999
4,776804061	-0,0867	0,965	0,2433	0,999
4,777195884	-0,0848	0,9628	0,2455	0,997
4,777658227	-0,0828	0,9608	0,248	0,996
4,778080571	-0,0811	0,9596	0,2489	0,995
4,778607342	-0,0791	0,9591	0,2501	0,994
4,793309686	-0,0777	0,9581	0,2506	0,993
4,796954738	-0,0769	0,9569	0,2509	0,992
4,798038019	-0,0772	0,9557	0,2516	0,991
4,799287863	-0,0774	0,9547	0,2514	0,99
4,800094113	-0,0769	0,953	0,2499	0,988
4,800600832	-0,0767	0,9518	0,2487	0,987
4,802061769	-0,0787	0,9511	0,2489	0,986
4,803277446	-0,0811	0,9501	0,2489	0,985
4,803811352	-0,0833	0,9484	0,2484	0,984
4,804230154	-0,0848	0,9459	0,2472	0,981
4,80462229	-0,0848	0,9437	0,2453	0,979
4,804964738	-0,0855	0,9422	0,2423	0,977
4,80531755	-0,0882	0,9422	0,2384	0,976
4,8056613	-0,0904	0,9425	0,235	0,976
4,806000311	-0,0919	0,9417	0,2321	0,974
4,806347811	-0,0936	0,9408	0,2284	0,973
4,807029165	-0,0953	0,9388	0,2252	0,97
4,807383644	-0,0972	0,9374	0,2208	0,968
4,807715467	-0,0989	0,9371	0,2157	0,967
4,808016144	-0,1016	0,9374	0,2108	0,966
4,808320988	-0,1038	0,9374	0,2055	0,965
4,808631769	-0,1051	0,9366	0,1998	0,963
4,808938957	-0,1077	0,9364	0,1952	0,963
4,809255311	-0,1107	0,9359	0,1905	0,961
4,809565311	-0,1114	0,9356	0,1854	0,96
4,809879373	-0,1121	0,9361	0,1803	0,96
4,812834582	-0,1143	0,9364	0,1752	0,959
4,815722602	-0,1165	0,9369	0,1695	0,959
4,816340363	-0,119	0,9371	0,1642	0,959
4,816708123	-0,1207	0,9374	0,1595	0,958
4,817024009	-0,1219	0,9378	0,1556	0,958
4,817328488	-0,1231	0,9393	0,152	0,959
4,818779686	-0,1239	0,941	0,1471	0,96
4,819749946	-0,1253	0,9417	0,1427	0,961
4,820926404	-0,1265	0,9425	0,1385	0,961
4,821977029	-0,1275	0,9439	0,1348	0,962
4,823344946	-0,129	0,9457	0,1322	0,964
4,824391769	-0,1302	0,9467	0,1302	0,964
4,825870363	-0,1304	0,9476	0,1275	0,965
4,827157134	-0,13	0,9484	0,1239	0,965
4,828037134	-0,1295	0,9496	0,1204	0,966
4,829270467	-0,1307	0,9513	0,1185	0,968
4,831522394	-0,1319	0,9528	0,1177	0,969
4,832548592	-0,1329	0,9542	0,1168	0,97
4,83336005	-0,1341	0,9552	0,1153	0,971
4,836381977	-0,1353	0,9562	0,1146	0,972
4,837094738	-0,1361	0,9564	0,1143	0,973
4,838080519	-0,1358	0,9562	0,1151	0,973
4,838589269	-0,1356	0,9567	0,1158	0,973
4,839335936	-0,1356	0,9564	0,1173	0,973
4,840485519	-0,1363	0,9567	0,1197	0,974
4,841666769	-0,1361	0,9574	0,1226	0,975
4,842850363	-0,1358	0,9574	0,1253	0,975
4,84519729	-0,1353	0,9579	0,1287	0,976
4,845679321	-0,1346	0,9581	0,1336	0,977
4,846273019	-0,1341	0,9591	0,137	0,978
4,848286821	-0,1322	0,9598	0,1402	0,979
4,84920255	-0,1322	0,9603	0,1439	0,98
4,850172342	-0,1309	0,962	0,1476	0,982
4,851837238	-0,128	0,9645	0,1517	0,985
4,852392863	-0,1265	0,9672	0,1542	0,988
4,853636144	-0,1239	0,9686	0,1568	0,989
4,854708227	-0,1204	0,9691	0,16	0,99
4,855965154	-0,1177	0,9696	0,1629	0,99
4,857123644	-0,1168	0,9706	0,1661	0,992
4,858293227	-0,1163	0,9721	0,1691	0,993
4,859642915	-0,1134	0,9728	0,1705	0,994
4,860863852	-0,1102	0,9745	0,1713	0,996
4,862042238	-0,1092	0,9767	0,1717	0,998
4,867832967	-0,1099	0,9791	0,172	1
4,868879165	-0,1102	0,9813	0,173	1,003
4,869383852	-0,1102	0,9826	0,1739	1,004
4,869884165	-0,1104	0,9835	0,1739	1,005
4,870322863	-0,1104	0,9845	0,1737	1,006
4,870941769	-0,1119	0,9857	0,1734	1,007
4,871415884	-0,1131	0,9869	0,1747	1,009
4,871847342	-0,1134	0,9884	0,1754	1,01
4,873014165	-0,1138	0,9906	0,1747	1,012
4,874205779	-0,1158	0,9931	0,1747	1,015
4,875592446	-0,1187	0,9957	0,1734	1,018
4,876613123	-0,1224	0,9992	0,1725	1,021
4,877777602	-0,1261	1,0018	0,1722	1,024
4,879409477	-0,1304	1,005	0,1715	1,028
4,885365988	-0,1358	1,0092	0,171	1,033
4,886368436	-0,1409	1,0129	0,171	1,037
4,886932811	-0,1463	1,0173	0,171	1,042
4,887378227	-0,1505	1,0214	0,1713	1,047
4,887799686	-0,1537	1,0246	0,1717	1,05
4,888197238	-0,1576	1,0275	0,173	1,054
4,888604269	-0,1605	1,0302	0,1747	1,057
4,889043019	-0,1632	1,0307	0,1756	1,058
4,890178279	-0,1656	1,0302	0,1761	1,058
4,891316613	-0,1676	1,0309	0,1778	1,059
4,892558592	-0,1686	1,0321	0,1805	1,061
4,893599269	-0,1686	1,0317	0,1825	1,061
4,894895102	-0,1693	1,0307	0,1842	1,061
4,896102498	-0,1703	1,0292	0,1874	1,06
4,898404686	-0,1698	1,0282	0,1901	1,059
4,899572394	-0,1688	1,0278	0,1915	1,059
4,900330623	-0,1666	1,0258	0,1937	1,057
4,900915779	-0,1644	1,0231	0,1974	1,055
4,902180884	-0,1629	1,0202	0,2006	1,052
4,903340467	-0,1615	1,017	0,2028	1,05
4,904444113	-0,1595	1,0146	0,2055	1,047
4,905821769	-0,1568	1,0107	0,2094	1,044
4,907144217	-0,1542	1,0063	0,2147	1,04
4,90815005	-0,152	1,0026	0,2199	1,038
4,909424738	-0,1495	0,9984	0,223	1,034
4,910702654	-0,1478	0,9938	0,2267	1,03
4,911775154	-0,1451	0,9896	0,2313	1,027
4,913064634	-0,1414	0,9855	0,2345	1,023
4,915496717	-0,1385	0,9811	0,237	1,019
4,916614842	-0,1368	0,9767	0,2394	1,015
4,91715979	-0,1361	0,9728	0,2416	1,012
4,918089894	-0,1348	0,9689	0,2436	1,008
4,920264738	-0,1334	0,9642	0,2443	1,004
4,920915675	-0,1329	0,9601	0,2453	1
4,921468175	-0,1319	0,9562	0,2458	0,996
4,922674009	-0,1312	0,9515	0,246	0,992
4,923859946	-0,1314	0,9481	0,246	0,988
4,925021769	-0,1317	0,9444	0,2453	0,985
4,926270519	-0,1319	0,9403	0,2448	0,981
4,927442915	-0,1314	0,9361	0,244	0,976
4,928659009	-0,1319	0,9315	0,2433	0,972
4,931852081	-0,1326	0,9271	0,2418	0,967
4,933041717	-0,1334	0,9242	0,2399	0,964
4,933602342	-0,1358	0,9215	0,2382	0,961
4,934100727	-0,1378	0,9198	0,2365	0,96
4,935819217	-0,1383	0,9186	0,2353	0,958
4,937221404	-0,139	0,9171	0,2345	0,957
4,938039894	-0,1409	0,9156	0,2328	0,955
4,938741821	-0,1431	0,9149	0,2311	0,954
4,93953255	-0,1456	0,9132	0,2299	0,953
4,940699113	-0,1473	0,9124	0,2279	0,952
4,942209061	-0,1481	0,9134	0,2257	0,952
4,943594842	-0,15	0,9142	0,2235	0,953
4,944575415	-0,152	0,9142	0,2226	0,953
4,946108592	-0,1537	0,9139	0,2204	0,953
4,947225467	-0,1559	0,9134	0,2184	0,952
4,948143904	-0,1588	0,9142	0,2179	0,953
4,952674998	-0,1627	0,9161	0,2179	0,956
4,953655571	-0,1666	0,9178	0,2179	0,958
4,954044998	-0,1713	0,9205	0,2182	0,961
4,954580675	-0,1737	0,9227	0,2174	0,964
4,954922915	-0,1747	0,9244	0,2157	0,965
4,955434165	-0,1776	0,9256	0,214	0,967
4,956530831	-0,182	0,9269	0,213	0,968
4,957845675	-0,1861	0,9295	0,2121	0,971
4,959086613	-0,1886	0,9317	0,2103	0,974
4,960119946	-0,1901	0,9342	0,2096	0,976
4,9612638	-0,1913	0,9376	0,2096	0,98
4,962556144	-0,1925	0,9417	0,2099	0,984
4,966432654	-0,1944	0,9479	0,2094	0,99
4,967416561	-0,1962	0,9533	0,2084	0,995
4,967768644	-0,1974	0,9572	0,2086	0,999
4,9680988	-0,1979	0,9611	0,2094	1,003
4,969122498	-0,1988	0,963	0,2099	1,005
4,970079686	-0,1991	0,9655	0,2106	1,008
4,971428956	-0,1996	0,9689	0,2116	1,012
4,972464321	-0,1996	0,9708	0,2123	1,014
4,973517238	-0,1979	0,9721	0,2125	1,015
4,974775884	-0,1962	0,9728	0,2121	1,015
4,976014477	-0,1937	0,974	0,2116	1,015
4,977097602	-0,1903	0,9757	0,2121	1,016
4,9789838	-0,1881	0,9772	0,2121	1,017
4,983666613	-0,1866	0,9784	0,2118	1,018
4,984557654	-0,1837	0,9782	0,2111	1,017
4,984932394	-0,182	0,9777	0,2096	1,016
4,985262186	-0,1822	0,9774	0,2079	1,016
4,985558904	-0,1815	0,9772	0,2069	1,015
4,986540415	-0,1798	0,9774	0,2069	1,015
4,987306977	-0,1791	0,9772	0,2069	1,015
4,988223852	-0,1786	0,9772	0,2062	1,015
4,98978854	-0,1774	0,9779	0,2052	1,015
4,991216509	-0,1771	0,9779	0,204	1,015
4,992298123	-0,1771	0,9777	0,2023	1,014
4,993490259	-0,1769	0,9777	0,2008	1,014
4,994413956	-0,1769	0,9782	0,1996	1,014
4,995816456	-0,1764	0,9782	0,1986	1,014
4,997245206	-0,1764	0,9779	0,1979	1,013
4,998437029	-0,1771	0,9786	0,1979	1,014
4,999215154	-0,1769	0,9791	0,1981	1,015
5,000535363	-0,1754	0,9796	0,1984	1,015
